Comunidades y Ciudades Autónomas;Periodo;Total
04 Balears, Illes;1995M07;613
04 Balears, Illes;1995M06;482
04 Balears, Illes;1995M05;532
04 Balears, Illes;1995M04;601
04 Balears, Illes;1995M03;598
04 Balears, Illes;1995M02;560
04 Balears, Illes;1995M01;685
04 Balears, Illes;1994M12;578
04 Balears, Illes;1994M11;514
04 Balears, Illes;1994M10;512
04 Balears, Illes;1994M09;474
04 Balears, Illes;1994M08;617
04 Balears, Illes;1994M07;600
04 Balears, Illes;1994M06;515
04 Balears, Illes;1994M05;495
04 Balears, Illes;1994M04;528
04 Balears, Illes;1994M03;550
04 Balears, Illes;1994M02;601
04 Balears, Illes;1994M01;680
04 Balears, Illes;1993M12;629
04 Balears, Illes;1993M11;562
04 Balears, Illes;1993M10;559
04 Balears, Illes;1993M09;479
04 Balears, Illes;1993M08;551
04 Balears, Illes;1993M07;504
04 Balears, Illes;1993M06;511
04 Balears, Illes;1993M05;500
04 Balears, Illes;1993M04;553
04 Balears, Illes;1993M03;755
04 Balears, Illes;1993M02;549
04 Balears, Illes;1993M01;644
04 Balears, Illes;1992M12;523
04 Balears, Illes;1992M11;515
04 Balears, Illes;1992M10;585
04 Balears, Illes;1992M09;459
04 Balears, Illes;1992M08;559
04 Balears, Illes;1992M07;538
04 Balears, Illes;1992M06;485
04 Balears, Illes;1992M05;513
04 Balears, Illes;1992M04;547
04 Balears, Illes;1992M03;620
04 Balears, Illes;1992M02;612
04 Balears, Illes;1992M01;685
04 Balears, Illes;1991M12;594
04 Balears, Illes;1991M11;539
04 Balears, Illes;1991M10;542
04 Balears, Illes;1991M09;510
04 Balears, Illes;1991M08;545
04 Balears, Illes;1991M07;553
04 Balears, Illes;1991M06;495
04 Balears, Illes;1991M05;592
04 Balears, Illes;1991M04;553
04 Balears, Illes;1991M03;642
04 Balears, Illes;1991M02;657
04 Balears, Illes;1991M01;673
04 Balears, Illes;1990M12;709
04 Balears, Illes;1990M11;530
04 Balears, Illes;1990M10;487
04 Balears, Illes;1990M09;499
04 Balears, Illes;1990M08;532
04 Balears, Illes;1990M07;531
04 Balears, Illes;1990M06;457
04 Balears, Illes;1990M05;543
04 Balears, Illes;1990M04;549
04 Balears, Illes;1990M03;585
04 Balears, Illes;1990M02;611
04 Balears, Illes;1990M01;709
04 Balears, Illes;1989M12;549
04 Balears, Illes;1989M11;523
04 Balears, Illes;1989M10;544
04 Balears, Illes;1989M09;504
04 Balears, Illes;1989M08;566
04 Balears, Illes;1989M07;614
04 Balears, Illes;1989M06;517
04 Balears, Illes;1989M05;580
04 Balears, Illes;1989M04;534
04 Balears, Illes;1989M03;518
04 Balears, Illes;1989M02;584
04 Balears, Illes;1989M01;683
04 Balears, Illes;1988M12;669
04 Balears, Illes;1988M11;463
04 Balears, Illes;1988M10;491
04 Balears, Illes;1988M09;447
04 Balears, Illes;1988M08;520
04 Balears, Illes;1988M07;478
04 Balears, Illes;1988M06;441
04 Balears, Illes;1988M05;502
04 Balears, Illes;1988M04;542
04 Balears, Illes;1988M03;608
04 Balears, Illes;1988M02;510
04 Balears, Illes;1988M01;566
04 Balears, Illes;1987M12;569
04 Balears, Illes;1987M11;548
04 Balears, Illes;1987M10;497
04 Balears, Illes;1987M09;462
04 Balears, Illes;1987M08;521
04 Balears, Illes;1987M07;548
04 Balears, Illes;1987M06;431
04 Balears, Illes;1987M05;531
04 Balears, Illes;1987M04;506
04 Balears, Illes;1987M03;535
04 Balears, Illes;1987M02;538
04 Balears, Illes;1987M01;677
04 Balears, Illes;1986M12;611
04 Balears, Illes;1986M11;538
04 Balears, Illes;1986M10;498
04 Balears, Illes;1986M09;502
04 Balears, Illes;1986M08;508
04 Balears, Illes;1986M07;464
04 Balears, Illes;1986M06;503
04 Balears, Illes;1986M05;511
04 Balears, Illes;1986M04;567
04 Balears, Illes;1986M03;614
04 Balears, Illes;1986M02;677
04 Balears, Illes;1986M01;626
04 Balears, Illes;1985M12;552
04 Balears, Illes;1985M11;532
04 Balears, Illes;1985M10;510
04 Balears, Illes;1985M09;499
04 Balears, Illes;1985M08;454
04 Balears, Illes;1985M07;534
04 Balears, Illes;1985M06;473
04 Balears, Illes;1985M05;505
04 Balears, Illes;1985M04;547
04 Balears, Illes;1985M03;648
04 Balears, Illes;1985M02;502
04 Balears, Illes;1985M01;739
04 Balears, Illes;1984M12;542
04 Balears, Illes;1984M11;473
04 Balears, Illes;1984M10;501
04 Balears, Illes;1984M09;491
04 Balears, Illes;1984M08;443
04 Balears, Illes;1984M07;452
04 Balears, Illes;1984M06;494
04 Balears, Illes;1984M05;507
04 Balears, Illes;1984M04;528
04 Balears, Illes;1984M03;610
04 Balears, Illes;1984M02;520
04 Balears, Illes;1984M01;573
04 Balears, Illes;1983M12;584
04 Balears, Illes;1983M11;492
04 Balears, Illes;1983M10;474
04 Balears, Illes;1983M09;419
04 Balears, Illes;1983M08;485
04 Balears, Illes;1983M07;620
04 Balears, Illes;1983M06;475
04 Balears, Illes;1983M05;477
04 Balears, Illes;1983M04;455
04 Balears, Illes;1983M03;587
04 Balears, Illes;1983M02;712
04 Balears, Illes;1983M01;698
04 Balears, Illes;1982M12;563
04 Balears, Illes;1982M11;470
04 Balears, Illes;1982M10;496
04 Balears, Illes;1982M09;390
04 Balears, Illes;1982M08;460
04 Balears, Illes;1982M07;574
04 Balears, Illes;1982M06;481
04 Balears, Illes;1982M05;442
04 Balears, Illes;1982M04;444
04 Balears, Illes;1982M03;502
04 Balears, Illes;1982M02;448
04 Balears, Illes;1982M01;437
04 Balears, Illes;1981M12;503
04 Balears, Illes;1981M11;404
04 Balears, Illes;1981M10;372
04 Balears, Illes;1981M09;387
04 Balears, Illes;1981M08;431
04 Balears, Illes;1981M07;412
04 Balears, Illes;1981M06;393
04 Balears, Illes;1981M05;428
04 Balears, Illes;1981M04;405
04 Balears, Illes;1981M03;525
04 Balears, Illes;1981M02;497
04 Balears, Illes;1981M01;681
04 Balears, Illes;1980M12;604
04 Balears, Illes;1980M11;425
04 Balears, Illes;1980M10;458
04 Balears, Illes;1980M09;353
04 Balears, Illes;1980M08;412
04 Balears, Illes;1980M07;412
04 Balears, Illes;1980M06;418
04 Balears, Illes;1980M05;451
04 Balears, Illes;1980M04;414
04 Balears, Illes;1980M03;497
04 Balears, Illes;1980M02;504
04 Balears, Illes;1980M01;572
04 Balears, Illes;1979M12;527
04 Balears, Illes;1979M11;491
04 Balears, Illes;1979M10;470
04 Balears, Illes;1979M09;394
04 Balears, Illes;1979M08;432
04 Balears, Illes;1979M07;442
04 Balears, Illes;1979M06;424
04 Balears, Illes;1979M05;468
04 Balears, Illes;1979M04;427
04 Balears, Illes;1979M03;545
04 Balears, Illes;1979M02;471
04 Balears, Illes;1979M01;561
04 Balears, Illes;1978M12;506
04 Balears, Illes;1978M11;424
04 Balears, Illes;1978M10;459
04 Balears, Illes;1978M09;401
04 Balears, Illes;1978M08;440
04 Balears, Illes;1978M07;448
04 Balears, Illes;1978M06;419
04 Balears, Illes;1978M05;459
04 Balears, Illes;1978M04;453
04 Balears, Illes;1978M03;529
04 Balears, Illes;1978M02;501
04 Balears, Illes;1978M01;533
04 Balears, Illes;1977M12;570
04 Balears, Illes;1977M11;477
04 Balears, Illes;1977M10;431
04 Balears, Illes;1977M09;396
04 Balears, Illes;1977M08;416
04 Balears, Illes;1977M07;422
04 Balears, Illes;1977M06;411
04 Balears, Illes;1977M05;438
04 Balears, Illes;1977M04;614
04 Balears, Illes;1977M03;505
04 Balears, Illes;1977M02;492
04 Balears, Illes;1977M01;516
04 Balears, Illes;1976M12;497
04 Balears, Illes;1976M11;495
04 Balears, Illes;1976M10;435
04 Balears, Illes;1976M09;376
04 Balears, Illes;1976M08;425
04 Balears, Illes;1976M07;447
04 Balears, Illes;1976M06;415
04 Balears, Illes;1976M05;462
04 Balears, Illes;1976M04;504
04 Balears, Illes;1976M03;614
04 Balears, Illes;1976M02;538
04 Balears, Illes;1976M01;552
04 Balears, Illes;1975M12;538
04 Balears, Illes;1975M11;484
04 Balears, Illes;1975M10;455
04 Balears, Illes;1975M09;388
04 Balears, Illes;1975M08;502
04 Balears, Illes;1975M07;464
04 Balears, Illes;1975M06;409
04 Balears, Illes;1975M05;445
04 Balears, Illes;1975M04;471
04 Balears, Illes;1975M03;487
04 Balears, Illes;1975M02;513
04 Balears, Illes;1975M01;647
03 Asturias, Principado de;2018M12;113
03 Asturias, Principado de;2018M11;1074
03 Asturias, Principado de;2018M10;1036
03 Asturias, Principado de;2018M09;939
03 Asturias, Principado de;2018M08;999
03 Asturias, Principado de;2018M07;1022
03 Asturias, Principado de;2018M06;1009
03 Asturias, Principado de;2018M05;1032
03 Asturias, Principado de;2018M04;1125
03 Asturias, Principado de;2018M03;1211
03 Asturias, Principado de;2018M02;1173
03 Asturias, Principado de;2018M01;1488
03 Asturias, Principado de;2017M12;1329
03 Asturias, Principado de;2017M11;1031
03 Asturias, Principado de;2017M10;1024
03 Asturias, Principado de;2017M09;934
03 Asturias, Principado de;2017M08;1028
03 Asturias, Principado de;2017M07;980
03 Asturias, Principado de;2017M06;939
03 Asturias, Principado de;2017M05;1032
03 Asturias, Principado de;2017M04;981
03 Asturias, Principado de;2017M03;1153
03 Asturias, Principado de;2017M02;1126
03 Asturias, Principado de;2017M01;1595
03 Asturias, Principado de;2016M12;145
03 Asturias, Principado de;2016M11;1103
03 Asturias, Principado de;2016M10;1004
03 Asturias, Principado de;2016M09;924
03 Asturias, Principado de;2016M08;1
03 Asturias, Principado de;2016M07;1023
03 Asturias, Principado de;2016M06;974
03 Asturias, Principado de;2016M05;1093
03 Asturias, Principado de;2016M04;1094
03 Asturias, Principado de;2016M03;1153
03 Asturias, Principado de;2016M02;1116
03 Asturias, Principado de;2016M01;127
03 Asturias, Principado de;2015M12;1196
03 Asturias, Principado de;2015M11;1046
03 Asturias, Principado de;2015M10;1069
03 Asturias, Principado de;2015M09;907
03 Asturias, Principado de;2015M08;975
03 Asturias, Principado de;2015M07;1076
03 Asturias, Principado de;2015M06;998
03 Asturias, Principado de;2015M05;1072
03 Asturias, Principado de;2015M04;1115
03 Asturias, Principado de;2015M03;1192
03 Asturias, Principado de;2015M02;1392
03 Asturias, Principado de;2015M01;1512
03 Asturias, Principado de;2014M12;1206
03 Asturias, Principado de;2014M11;1093
03 Asturias, Principado de;2014M10;1008
03 Asturias, Principado de;2014M09;1005
03 Asturias, Principado de;2014M08;1003
03 Asturias, Principado de;2014M07;1
03 Asturias, Principado de;2014M06;980
03 Asturias, Principado de;2014M05;1027
03 Asturias, Principado de;2014M04;986
03 Asturias, Principado de;2014M03;1136
03 Asturias, Principado de;2014M02;1103
03 Asturias, Principado de;2014M01;1265
03 Asturias, Principado de;2013M12;1197
03 Asturias, Principado de;2013M11;1053
03 Asturias, Principado de;2013M10;1008
03 Asturias, Principado de;2013M09;982
03 Asturias, Principado de;2013M08;929
03 Asturias, Principado de;2013M07;1061
03 Asturias, Principado de;2013M06;976
03 Asturias, Principado de;2013M05;1051
03 Asturias, Principado de;2013M04;1004
03 Asturias, Principado de;2013M03;1152
03 Asturias, Principado de;2013M02;1094
03 Asturias, Principado de;2013M01;1215
03 Asturias, Principado de;2012M12;1133
03 Asturias, Principado de;2012M11;1092
03 Asturias, Principado de;2012M10;981
03 Asturias, Principado de;2012M09;967
03 Asturias, Principado de;2012M08;1008
03 Asturias, Principado de;2012M07;998
03 Asturias, Principado de;2012M06;934
03 Asturias, Principado de;2012M05;1107
03 Asturias, Principado de;2012M04;1108
03 Asturias, Principado de;2012M03;1187
03 Asturias, Principado de;2012M02;1341
03 Asturias, Principado de;2012M01;1295
03 Asturias, Principado de;2011M12;1189
03 Asturias, Principado de;2011M11;1027
03 Asturias, Principado de;2011M10;1069
03 Asturias, Principado de;2011M09;953
03 Asturias, Principado de;2011M08;1032
03 Asturias, Principado de;2011M07;1019
03 Asturias, Principado de;2011M06;1059
03 Asturias, Principado de;2011M05;962
03 Asturias, Principado de;2011M04;978
03 Asturias, Principado de;2011M03;1037
03 Asturias, Principado de;2011M02;1098
03 Asturias, Principado de;2011M01;1255
03 Asturias, Principado de;2010M12;1185
03 Asturias, Principado de;2010M11;1065
03 Asturias, Principado de;2010M10;1047
03 Asturias, Principado de;2010M09;919
03 Asturias, Principado de;2010M08;992
03 Asturias, Principado de;2010M07;990
03 Asturias, Principado de;2010M06;961
03 Asturias, Principado de;2010M05;1093
03 Asturias, Principado de;2010M04;1033
03 Asturias, Principado de;2010M03;1157
03 Asturias, Principado de;2010M02;1078
03 Asturias, Principado de;2010M01;1205
03 Asturias, Principado de;2009M12;1233
03 Asturias, Principado de;2009M11;1116
03 Asturias, Principado de;2009M10;1022
03 Asturias, Principado de;2009M09;905
03 Asturias, Principado de;2009M08;911
03 Asturias, Principado de;2009M07;975
03 Asturias, Principado de;2009M06;958
03 Asturias, Principado de;2009M05;993
03 Asturias, Principado de;2009M04;1114
03 Asturias, Principado de;2009M03;1042
03 Asturias, Principado de;2009M02;1066
03 Asturias, Principado de;2009M01;1424
03 Asturias, Principado de;2008M12;1245
03 Asturias, Principado de;2008M11;1083
03 Asturias, Principado de;2008M10;1022
03 Asturias, Principado de;2008M09;906
03 Asturias, Principado de;2008M08;955
03 Asturias, Principado de;2008M07;1028
03 Asturias, Principado de;2008M06;928
03 Asturias, Principado de;2008M05;995
03 Asturias, Principado de;2008M04;1042
03 Asturias, Principado de;2008M03;1146
03 Asturias, Principado de;2008M02;1146
03 Asturias, Principado de;2008M01;1245
03 Asturias, Principado de;2007M12;1217
03 Asturias, Principado de;2007M11;1077
03 Asturias, Principado de;2007M10;1
03 Asturias, Principado de;2007M09;898
03 Asturias, Principado de;2007M08;962
03 Asturias, Principado de;2007M07;990
03 Asturias, Principado de;2007M06;958
03 Asturias, Principado de;2007M05;1042
03 Asturias, Principado de;2007M04;1079
03 Asturias, Principado de;2007M03;1104
03 Asturias, Principado de;2007M02;1137
03 Asturias, Principado de;2007M01;1203
03 Asturias, Principado de;2006M12;1196
03 Asturias, Principado de;2006M11;1009
03 Asturias, Principado de;2006M10;950
03 Asturias, Principado de;2006M09;917
03 Asturias, Principado de;2006M08;924
03 Asturias, Principado de;2006M07;1048
03 Asturias, Principado de;2006M06;924
03 Asturias, Principado de;2006M05;102
03 Asturias, Principado de;2006M04;971
03 Asturias, Principado de;2006M03;114
03 Asturias, Principado de;2006M02;1103
03 Asturias, Principado de;2006M01;114
03 Asturias, Principado de;2005M12;1083
03 Asturias, Principado de;2005M11;938
03 Asturias, Principado de;2005M10;991
03 Asturias, Principado de;2005M09;838
03 Asturias, Principado de;2005M08;949
03 Asturias, Principado de;2005M07;983
03 Asturias, Principado de;2005M06;949
03 Asturias, Principado de;2005M05;967
03 Asturias, Principado de;2005M04;973
03 Asturias, Principado de;2005M03;1278
03 Asturias, Principado de;2005M02;1214
03 Asturias, Principado de;2005M01;154
03 Asturias, Principado de;2004M12;1219
03 Asturias, Principado de;2004M11;1039
03 Asturias, Principado de;2004M10;1066
03 Asturias, Principado de;2004M09;881
03 Asturias, Principado de;2004M08;964
03 Asturias, Principado de;2004M07;930
03 Asturias, Principado de;2004M06;911
03 Asturias, Principado de;2004M05;1006
03 Asturias, Principado de;2004M04;1058
03 Asturias, Principado de;2004M03;1164
03 Asturias, Principado de;2004M02;1133
03 Asturias, Principado de;2004M01;1179
03 Asturias, Principado de;2003M12;1227
03 Asturias, Principado de;2003M11;1159
03 Asturias, Principado de;2003M10;1015
03 Asturias, Principado de;2003M09;943
03 Asturias, Principado de;2003M08;104
03 Asturias, Principado de;2003M07;1006
03 Asturias, Principado de;2003M06;981
03 Asturias, Principado de;2003M05;998
03 Asturias, Principado de;2003M04;1093
03 Asturias, Principado de;2003M03;1093
03 Asturias, Principado de;2003M02;1035
03 Asturias, Principado de;2003M01;1162
03 Asturias, Principado de;2002M12;1081
03 Asturias, Principado de;2002M11;958
03 Asturias, Principado de;2002M10;964
03 Asturias, Principado de;2002M09;990
03 Asturias, Principado de;2002M08;896
03 Asturias, Principado de;2002M07;938
03 Asturias, Principado de;2002M06;916
03 Asturias, Principado de;2002M05;974
03 Asturias, Principado de;2002M04;1021
03 Asturias, Principado de;2002M03;108
03 Asturias, Principado de;2002M02;1163
03 Asturias, Principado de;2002M01;1443
03 Asturias, Principado de;2001M12;1206
03 Asturias, Principado de;2001M11;999
03 Asturias, Principado de;2001M10;982
03 Asturias, Principado de;2001M09;881
03 Asturias, Principado de;2001M08;943
03 Asturias, Principado de;2001M07;1009
03 Asturias, Principado de;2001M06;910
03 Asturias, Principado de;2001M05;1054
03 Asturias, Principado de;2001M04;896
03 Asturias, Principado de;2001M03;1057
03 Asturias, Principado de;2001M02;943
03 Asturias, Principado de;2001M01;1046
03 Asturias, Principado de;2000M12;101
03 Asturias, Principado de;2000M11;1003
03 Asturias, Principado de;2000M10;1003
03 Asturias, Principado de;2000M09;901
03 Asturias, Principado de;2000M08;934
03 Asturias, Principado de;2000M07;940
03 Asturias, Principado de;2000M06;991
03 Asturias, Principado de;2000M05;964
03 Asturias, Principado de;2000M04;1041
03 Asturias, Principado de;2000M03;103
03 Asturias, Principado de;2000M02;1093
03 Asturias, Principado de;2000M01;1483
03 Asturias, Principado de;1999M12;1175
03 Asturias, Principado de;1999M11;102
03 Asturias, Principado de;1999M10;965
03 Asturias, Principado de;1999M09;885
03 Asturias, Principado de;1999M08;903
03 Asturias, Principado de;1999M07;920
03 Asturias, Principado de;1999M06;832
03 Asturias, Principado de;1999M05;966
03 Asturias, Principado de;1999M04;946
03 Asturias, Principado de;1999M03;1175
03 Asturias, Principado de;1999M02;1423
03 Asturias, Principado de;1999M01;1439
03 Asturias, Principado de;1998M12;1192
03 Asturias, Principado de;1998M11;925
03 Asturias, Principado de;1998M10;989
03 Asturias, Principado de;1998M09;899
03 Asturias, Principado de;1998M08;889
03 Asturias, Principado de;1998M07;993
03 Asturias, Principado de;1998M06;946
03 Asturias, Principado de;1998M05;962
03 Asturias, Principado de;1998M04;991
03 Asturias, Principado de;1998M03;1174
03 Asturias, Principado de;1998M02;1177
03 Asturias, Principado de;1998M01;1122
03 Asturias, Principado de;1997M12;102
03 Asturias, Principado de;1997M11;956
03 Asturias, Principado de;1997M10;915
03 Asturias, Principado de;1997M09;855
03 Asturias, Principado de;1997M08;931
03 Asturias, Principado de;1997M07;905
03 Asturias, Principado de;1997M06;907
03 Asturias, Principado de;1997M05;958
03 Asturias, Principado de;1997M04;932
03 Asturias, Principado de;1997M03;1021
03 Asturias, Principado de;1997M02;1051
03 Asturias, Principado de;1997M01;1337
03 Asturias, Principado de;1996M12;1266
03 Asturias, Principado de;1996M11;101
03 Asturias, Principado de;1996M10;935
03 Asturias, Principado de;1996M09;915
03 Asturias, Principado de;1996M08;877
03 Asturias, Principado de;1996M07;913
03 Asturias, Principado de;1996M06;891
03 Asturias, Principado de;1996M05;987
03 Asturias, Principado de;1996M04;973
03 Asturias, Principado de;1996M03;1157
03 Asturias, Principado de;1996M02;1098
03 Asturias, Principado de;1996M01;1134
03 Asturias, Principado de;1995M12;1278
03 Asturias, Principado de;1995M11;980
03 Asturias, Principado de;1995M10;910
03 Asturias, Principado de;1995M09;829
03 Asturias, Principado de;1995M08;919
03 Asturias, Principado de;1995M07;883
03 Asturias, Principado de;1995M06;868
03 Asturias, Principado de;1995M05;943
03 Asturias, Principado de;1995M04;1061
03 Asturias, Principado de;1995M03;1176
03 Asturias, Principado de;1995M02;1061
03 Asturias, Principado de;1995M01;1081
03 Asturias, Principado de;1994M12;987
03 Asturias, Principado de;1994M11;923
03 Asturias, Principado de;1994M10;977
03 Asturias, Principado de;1994M09;883
03 Asturias, Principado de;1994M08;840
03 Asturias, Principado de;1994M07;918
03 Asturias, Principado de;1994M06;832
03 Asturias, Principado de;1994M05;892
03 Asturias, Principado de;1994M04;953
03 Asturias, Principado de;1994M03;959
03 Asturias, Principado de;1994M02;968
03 Asturias, Principado de;1994M01;1139
03 Asturias, Principado de;1993M12;1233
03 Asturias, Principado de;1993M11;973
03 Asturias, Principado de;1993M10;962
03 Asturias, Principado de;1993M09;831
03 Asturias, Principado de;1993M08;924
03 Asturias, Principado de;1993M07;892
03 Asturias, Principado de;1993M06;924
03 Asturias, Principado de;1993M05;915
03 Asturias, Principado de;1993M04;912
03 Asturias, Principado de;1993M03;1152
03 Asturias, Principado de;1993M02;975
03 Asturias, Principado de;1993M01;1025
03 Asturias, Principado de;1992M12;981
03 Asturias, Principado de;1992M11;876
03 Asturias, Principado de;1992M10;923
03 Asturias, Principado de;1992M09;813
03 Asturias, Principado de;1992M08;875
03 Asturias, Principado de;1992M07;888
03 Asturias, Principado de;1992M06;839
03 Asturias, Principado de;1992M05;895
03 Asturias, Principado de;1992M04;883
03 Asturias, Principado de;1992M03;986
03 Asturias, Principado de;1992M02;1105
03 Asturias, Principado de;1992M01;1314
03 Asturias, Principado de;1991M12;1005
03 Asturias, Principado de;1991M11;962
03 Asturias, Principado de;1991M10;922
03 Asturias, Principado de;1991M09;799
03 Asturias, Principado de;1991M08;873
03 Asturias, Principado de;1991M07;871
03 Asturias, Principado de;1991M06;817
03 Asturias, Principado de;1991M05;948
03 Asturias, Principado de;1991M04;915
03 Asturias, Principado de;1991M03;1164
03 Asturias, Principado de;1991M02;1148
03 Asturias, Principado de;1991M01;1081
03 Asturias, Principado de;1990M12;1224
03 Asturias, Principado de;1990M11;922
03 Asturias, Principado de;1990M10;851
03 Asturias, Principado de;1990M09;744
03 Asturias, Principado de;1990M08;780
03 Asturias, Principado de;1990M07;988
03 Asturias, Principado de;1990M06;785
03 Asturias, Principado de;1990M05;904
03 Asturias, Principado de;1990M04;920
03 Asturias, Principado de;1990M03;978
03 Asturias, Principado de;1990M02;957
03 Asturias, Principado de;1990M01;1363
03 Asturias, Principado de;1989M12;1055
03 Asturias, Principado de;1989M11;883
03 Asturias, Principado de;1989M10;904
03 Asturias, Principado de;1989M09;798
03 Asturias, Principado de;1989M08;811
03 Asturias, Principado de;1989M07;823
03 Asturias, Principado de;1989M06;802
03 Asturias, Principado de;1989M05;882
03 Asturias, Principado de;1989M04;922
03 Asturias, Principado de;1989M03;984
03 Asturias, Principado de;1989M02;1017
03 Asturias, Principado de;1989M01;1127
03 Asturias, Principado de;1988M12;1148
03 Asturias, Principado de;1988M11;897
03 Asturias, Principado de;1988M10;904
03 Asturias, Principado de;1988M09;860
03 Asturias, Principado de;1988M08;791
03 Asturias, Principado de;1988M07;824
03 Asturias, Principado de;1988M06;812
03 Asturias, Principado de;1988M05;865
03 Asturias, Principado de;1988M04;922
03 Asturias, Principado de;1988M03;1022
03 Asturias, Principado de;1988M02;912
03 Asturias, Principado de;1988M01;953
03 Asturias, Principado de;1987M12;1006
03 Asturias, Principado de;1987M11;897
03 Asturias, Principado de;1987M10;902
03 Asturias, Principado de;1987M09;795
03 Asturias, Principado de;1987M08;839
03 Asturias, Principado de;1987M07;845
03 Asturias, Principado de;1987M06;753
03 Asturias, Principado de;1987M05;883
03 Asturias, Principado de;1987M04;869
03 Asturias, Principado de;1987M03;912
03 Asturias, Principado de;1987M02;971
03 Asturias, Principado de;1987M01;1035
03 Asturias, Principado de;1986M12;920
03 Asturias, Principado de;1986M11;892
03 Asturias, Principado de;1986M10;815
03 Asturias, Principado de;1986M09;826
03 Asturias, Principado de;1986M08;778
03 Asturias, Principado de;1986M07;774
03 Asturias, Principado de;1986M06;819
03 Asturias, Principado de;1986M05;871
03 Asturias, Principado de;1986M04;933
03 Asturias, Principado de;1986M03;943
03 Asturias, Principado de;1986M02;963
03 Asturias, Principado de;1986M01;1045
03 Asturias, Principado de;1985M12;1284
03 Asturias, Principado de;1985M11;964
03 Asturias, Principado de;1985M10;850
03 Asturias, Principado de;1985M09;753
03 Asturias, Principado de;1985M08;762
03 Asturias, Principado de;1985M07;797
03 Asturias, Principado de;1985M06;802
03 Asturias, Principado de;1985M05;852
03 Asturias, Principado de;1985M04;877
03 Asturias, Principado de;1985M03;961
03 Asturias, Principado de;1985M02;864
03 Asturias, Principado de;1985M01;1169
03 Asturias, Principado de;1984M12;891
03 Asturias, Principado de;1984M11;812
03 Asturias, Principado de;1984M10;851
03 Asturias, Principado de;1984M09;780
03 Asturias, Principado de;1984M08;797
03 Asturias, Principado de;1984M07;794
03 Asturias, Principado de;1984M06;811
03 Asturias, Principado de;1984M05;828
03 Asturias, Principado de;1984M04;1006
03 Asturias, Principado de;1984M03;1011
03 Asturias, Principado de;1984M02;864
03 Asturias, Principado de;1984M01;964
03 Asturias, Principado de;1983M12;978
03 Asturias, Principado de;1983M11;902
03 Asturias, Principado de;1983M10;774
03 Asturias, Principado de;1983M09;759
03 Asturias, Principado de;1983M08;715
03 Asturias, Principado de;1983M07;779
03 Asturias, Principado de;1983M06;713
03 Asturias, Principado de;1983M05;823
03 Asturias, Principado de;1983M04;816
03 Asturias, Principado de;1983M03;870
03 Asturias, Principado de;1983M02;1032
03 Asturias, Principado de;1983M01;1076
03 Asturias, Principado de;1982M12;1124
03 Asturias, Principado de;1982M11;891
03 Asturias, Principado de;1982M10;829
03 Asturias, Principado de;1982M09;680
03 Asturias, Principado de;1982M08;792
03 Asturias, Principado de;1982M07;737
03 Asturias, Principado de;1982M06;744
03 Asturias, Principado de;1982M05;842
03 Asturias, Principado de;1982M04;843
03 Asturias, Principado de;1982M03;889
03 Asturias, Principado de;1982M02;833
03 Asturias, Principado de;1982M01;869
03 Asturias, Principado de;1981M12;845
03 Asturias, Principado de;1981M11;813
03 Asturias, Principado de;1981M10;828
03 Asturias, Principado de;1981M09;682
03 Asturias, Principado de;1981M08;731
03 Asturias, Principado de;1981M07;730
03 Asturias, Principado de;1981M06;748
03 Asturias, Principado de;1981M05;725
03 Asturias, Principado de;1981M04;790
03 Asturias, Principado de;1981M03;932
03 Asturias, Principado de;1981M02;961
03 Asturias, Principado de;1981M01;1087
03 Asturias, Principado de;1980M12;1317
03 Asturias, Principado de;1980M11;919
03 Asturias, Principado de;1980M10;823
03 Asturias, Principado de;1980M09;714
03 Asturias, Principado de;1980M08;714
03 Asturias, Principado de;1980M07;797
03 Asturias, Principado de;1980M06;741
03 Asturias, Principado de;1980M05;776
03 Asturias, Principado de;1980M04;877
03 Asturias, Principado de;1980M03;843
03 Asturias, Principado de;1980M02;856
03 Asturias, Principado de;1980M01;938
03 Asturias, Principado de;1979M12;924
03 Asturias, Principado de;1979M11;833
03 Asturias, Principado de;1979M10;768
03 Asturias, Principado de;1979M09;702
03 Asturias, Principado de;1979M08;775
03 Asturias, Principado de;1979M07;713
03 Asturias, Principado de;1979M06;679
03 Asturias, Principado de;1979M05;818
03 Asturias, Principado de;1979M04;904
03 Asturias, Principado de;1979M03;1001
03 Asturias, Principado de;1979M02;847
03 Asturias, Principado de;1979M01;972
03 Asturias, Principado de;1978M12;918
03 Asturias, Principado de;1978M11;805
03 Asturias, Principado de;1978M10;767
03 Asturias, Principado de;1978M09;683
03 Asturias, Principado de;1978M08;736
03 Asturias, Principado de;1978M07;750
03 Asturias, Principado de;1978M06;695
03 Asturias, Principado de;1978M05;801
03 Asturias, Principado de;1978M04;831
03 Asturias, Principado de;1978M03;783
03 Asturias, Principado de;1978M02;852
03 Asturias, Principado de;1978M01;972
03 Asturias, Principado de;1977M12;984
03 Asturias, Principado de;1977M11;803
03 Asturias, Principado de;1977M10;743
03 Asturias, Principado de;1977M09;711
03 Asturias, Principado de;1977M08;701
03 Asturias, Principado de;1977M07;723
03 Asturias, Principado de;1977M06;729
03 Asturias, Principado de;1977M05;826
03 Asturias, Principado de;1977M04;1158
03 Asturias, Principado de;1977M03;873
03 Asturias, Principado de;1977M02;805
03 Asturias, Principado de;1977M01;1071
